Population 0 to 15 years,Population aged 16 to 24 years,Population aged 25 to 64 years,Population aged 65 years and over
21.5,9.6,55.3,13.6
18.4,9.5,50.2,21.9
23,10.1,54,12.8
17.3,7.2,51.7,23.8
16.7,8.1,52.8,22.5
17.8,7.9,50.6,23.7
19.4,11.5,45.8,23.3
18.3,8.7,53.1,19.8
17.5,7.6,50.3,24.6
16.4,9.7,51.7,22.1
20.2,9.6,53.4,16.8
19.9,8.6,52.1,19.4
20.7,9.6,50.4,19.4
19.8,9.8,53.9,16.5
18.1,9.8,50.6,21.6
15.5,6.9,50,27.6
20.2,8.7,51.8,19.3
19,8.6,51.9,20.6
19.2,9.1,52.8,18.9
24.2,10.7,52.3,12.8
22.1,11.2,57.5,9.2
19.4,9.4,52.1,19.1
18.8,7.4,48,25.7
20.5,8.9,52.4,18.2
19.6,9.1,49.7,21.7
22.8,8,52.5,16.8
15,26.2,40.1,18.6
15.5,8.2,49.4,26.9
16.8,8.1,46.6,28.5
27.7,10.9,50.7,10.6
27.2,10.4,51.8,10.6
18.6,8.1,48,25.3
26.3,10.6,51.3,11.8
15.8,9.9,52.2,22.1
23.6,16.2,49.5,10.7
20.6,7.6,48.3,23.5
23.9,9.8,49.7,16.6
27,11.3,50.2,11.5
17.9,10.4,53.7,18
18.1,8.4,53.3,20.2
17.5,12,55.1,15.4
20.7,9.1,54.9,15.3
28.7,11,50.4,9.8
21.9,7.6,50,20.5
18.5,7.1,48.9,25.5
17.4,9.1,49.3,24.2
20.2,18.4,54.9,6.5
18.5,13.4,57.9,10.2
18.1,18.7,58.3,4.9
19.8,8.9,55.8,15.5
13.9,16.4,58,11.8
27.5,9.2,52.7,10.6
24,9.8,52.8,13.4
20.5,9.9,56.6,13
26.7,8,53.2,12.1
20.8,9.4,57.2,12.6
25.9,10.8,52.3,11
18.3,8.7,48.8,24.2
17.3,7.7,50.3,24.6
21.9,7.9,52.7,17.4
17.8,7.8,53.1,21.4
19.2,8.3,52.6,19.8
17.9,7.9,50.7,23.5
19.5,7.9,52.7,20
20.2,7.2,53.9,18.7
20.4,9.6,53.3,16.7
17.5,8.4,55.3,18.7
17.3,9.4,50.8,22.4
16.5,8.9,49.7,24.9
25,9.6,49.6,15.8
18.3,8.8,52.5,20.4
20.6,10.3,57.4,11.7
26.6,9.4,48.6,15.4
16.5,10.4,53.2,19.9
21.7,8.8,49.7,19.8
25.8,10.4,51.1,12.6
17.6,7.4,49.8,25.2
19,7.9,50.4,22.8
13.3,8.8,47.9,29.9
15.2,9,51.6,24.3
14.3,8.3,50.9,26.5
13.5,6.3,49.9,30.4
17.4,8.4,50.6,23.5
13.9,7.1,47.7,31.4
12.2,6.8,49.2,31.7
23,11.9,48.7,16.4
17.1,9,54.5,19.4
20,10.6,48.5,20.9
21.3,10.7,52.4,15.6
15.3,7.9,53.1,23.6
18.8,9.3,55,16.9
19.8,9.3,49.5,21.4
17.6,9.2,53.4,19.8
13.9,7.2,51.1,27.8
12.8,7.8,48.1,31.3
14.8,10.2,54.8,20.2
14.7,8.7,55.1,21.5
17,8.2,54.1,20.7
15.6,7.9,53.1,23.5
15,7.3,50,27.8
16.7,7.8,47,28.4
15.8,7.6,45.9,30.6
16.2,9.7,47.1,27
14.6,6.3,52.8,26.2
15,8,49.8,27.3
16.7,7.5,51.6,24.2
15.3,8.6,49,27.2
18.5,9.4,52.6,19.6
14.5,7.3,48.2,30
15.2,7.7,51.4,25.6
17.7,9.1,49.9,23.3
20.7,11.7,51.7,16
19.9,9.6,51.9,18.6
15.1,9.4,53.9,21.6
15.3,9.6,54.2,20.9
17,8.4,51,23.7
18.4,9.9,51.9,19.8
16.2,9.4,52.1,22.3
13.7,7.9,49.8,28.6
12.2,7.1,46.5,34.2
13.2,8.5,48.2,30.1
16.2,8.2,47.9,27.7
17.6,7.2,50.8,24.4
19,9.8,52.5,18.8
17.1,7.7,52.4,22.8
17.4,8.3,48.5,25.7
15.2,7.5,48.6,28.6
13.1,7.3,46.1,33.5
14.1,7.6,51.8,26.5
18,8.7,50.8,22.5
14.3,6.8,47.9,31
15,8.6,51.1,25.2
18.8,10.1,51.9,19.2
15,8.1,52.5,24.4
18.7,7.9,50.3,23.1
16.6,7.6,48.4,27.5
18.2,8.7,54.3,18.8
17.4,7.1,48.5,27
18.1,10.5,48.4,22.9
19.7,6.7,50.1,23.4
18.7,7.2,50,24.1
16,6.9,50.8,26.2
15.5,6.9,51.4,26.2
18.4,6.3,49.8,25.5
18.3,16.1,48,17.6
17.4,7.2,50.7,24.7
17.4,5.8,54,22.8
19.9,7.4,56.8,15.9
16,6.4,48.5,29.1
18.4,8.3,56.8,16.5
18.4,8.2,53.3,20.1
14.1,9.2,59.1,17.6
19.1,15.1,46,19.9
19.1,6.4,50,24.5
16.5,6.9,51.2,25.3
15.7,7.7,51.9,24.7
19.8,7.2,47.8,25.3
17.5,6.7,48.5,27.3
13.5,5.2,54,27.4
15.8,6.2,51.7,26.3
15.8,10.7,53.2,20.3
23.7,17.8,51.5,7
11.1,4.6,54.1,30.2
13.3,5.3,52.9,28.5
14.5,8.2,47.3,29.9
14.2,8,46.2,31.6
15,9.8,48,27.3
16.9,8.9,51.6,22.7
14.2,8,50.9,26.8
13.7,7.4,49.5,29.4
14,8,49.1,29
16.8,9.4,51.1,22.8
13.1,6.9,47.4,32.6
16.1,7.1,44.9,31.8
15.7,11.3,54.2,18.8
22.5,9.6,46.8,21
21.8,12,51.5,14.7
17.4,8.6,48.7,25.3
9.1,9.8,52.8,28.3
14.4,7.3,47.5,30.9
23.3,9.2,48.8,18.8
16.1,7,48,28.9
13.8,7.2,44.3,34.7
17.2,7.7,52.7,22.3
20.1,7.7,52.8,19.3
18.5,8,52.3,21.2
19.1,8.9,54.2,17.8
21.2,10.4,55,13.3
16.5,8,49.3,26.2
16.6,8.3,51.9,23.2
17.1,9.5,53.4,20
17.9,7.6,53.2,21.3
17.9,7.6,54.2,20.4
17.1,9.1,50.8,23
15,9.1,51.5,24.3
20.4,10,52.6,16.9
21.7,11.7,53.7,12.9
20.9,11.5,49.2,18.4
18.1,9.6,53.8,18.5
20.1,10.4,49.9,19.6
21.6,10,52.2,16.3
18.6,9.3,54.7,17.5
16.8,8.4,52.5,22.3
17.4,9.8,50.3,22.5
14.4,9.6,51.3,24.7
18.7,9.1,54.9,17.2
19.9,10,54.1,15.9
16.9,9.9,51.3,21.9
21.4,9.2,51.3,18
18.8,9.7,50.2,21.2
16.2,7.8,49.9,26.1
13.8,8.8,54.8,22.6
17.1,9.1,49.3,24.5
15.7,9.5,47.9,26.8
20.5,11.3,53.9,14.2
18.1,9.1,50.4,22.4
20.6,10.3,54.7,14.4
19.2,9.7,52.2,18.9
22.3,11.3,54,12.4
16.8,9.7,52.6,20.9
16.3,11.5,48.6,23.7
16.4,8.7,50.8,24.1
15.3,8.4,51.6,24.8
20.1,9.1,51.1,19.7
15.3,7.7,50.2,26.8
16.6,8.8,53.2,21.3
16.7,7.5,48.1,27.6
21.2,8.9,51.5,18.4
17.2,14.8,53.3,14.7
19.1,9.8,52.7,18.4
13,17.4,52.3,17.2
16.2,9.9,57.2,16.6
18.5,8.7,52.7,20.1
17.4,8,50.3,24.4
18.1,9.9,53.4,18.5
15.9,7.4,48.4,28.3
16.8,8.8,51.1,23.3
19.2,9,51,20.7
22.4,10.3,50.6,16.7
19.5,10.6,53.5,16.5
15.5,8.4,52,24.1
17,7.1,48.3,27.6
16.7,8.3,50.9,24.1
16.8,8.4,54.7,20.1
18.7,9.7,51.7,19.9
17.7,10.2,50.6,21.6
18,10,54.6,17.4
18,9.7,53.7,18.6
19.9,10.3,57.9,11.9
20.8,9.4,49.7,20.1
18.1,9.6,52.6,19.7
16,8.6,50.9,24.6
20.8,10,52.6,16.6
16.4,9,54.2,20.4
17.3,8.9,51.4,22.5
19.6,10,51.9,18.5
18.3,11.6,56.1,14.1
20.8,10.6,55.4,13.2
18.7,9.7,52.9,18.7
16.5,8.7,52.9,22
20.8,11.6,53.1,14.5
18.2,7.7,53,21.1
19.2,10.3,51.8,18.7
19.5,9.5,51.3,19.7
14.9,8.2,49.6,27.3
14.8,6.9,47.6,30.7
17.8,9.1,48.9,24.1
19,9.7,54.3,17.1
19.2,10.7,55.8,14.2
15.3,13.8,41.3,29.6
20.2,9.2,53.6,17
19.3,9.7,49.9,21.2
17.4,9.4,49.7,23.5
19.1,8.3,50.9,21.7
13.2,8,53.9,24.9
14.6,7.7,53,24.7
20.5,8,51.5,20
17.7,7,48.2,27.1
21.7,10.3,55,12.9
17.4,20.8,51,10.8
20.7,9.1,54.5,15.7
19.7,9.2,51.4,19.7
20.1,7.9,49.7,22.3
19.3,9.1,53.7,17.9
16.6,7,50.9,25.5
18.9,7,53.8,20.3
15.2,7.8,45.4,31.5
15.3,8.7,47.7,28.3
18.9,11,50.2,19.9
16.8,7.9,48.5,26.8
15.3,6.3,52.5,25.9
21.7,9.1,57.2,12.1
23.7,9.3,51.9,15.1
19.5,10.7,57.8,12
26.1,11.2,49.2,13.5
16.2,10.1,48.2,25.5
18,9,52,21.1
20.5,9.4,47.6,22.4
17.8,7.9,49.5,24.7
19.2,7.4,51.1,22.3
21.7,9.5,54.5,14.3
21.7,10.4,58.7,9.2
19.2,8.5,56.5,15.7
19.1,9.4,53.2,18.4
20.5,8.6,58.2,12.8
19.9,8.1,54.5,17.5
16.9,7.6,50.4,25.1
19.5,9.5,52.1,19
16.6,7.9,54.9,20.6
19.8,8.2,49.3,22.7
24.3,12.1,45.2,18.4
17.6,20.2,45.8,16.3
21.6,9.7,49.8,18.8
25.7,10.6,50.4,13.2
13,37.3,38.7,11
21.2,9.8,53.2,15.8
5,61.2,29.8,4
13,21.1,55.8,10.1
16.8,31.7,41.5,10
8.6,39.2,44,8.2
17.1,13.4,55.9,13.6
18.8,18.8,52.5,10
18.2,17,54.3,10.6
20.2,8.9,54.3,16.7
25,10,52.7,12.2
24.6,11.5,50.9,12.9
27.8,11.5,51.6,9.1
18.6,9.3,54.5,17.6
15.6,9.3,51.9,23.3
19.6,8.3,48.8,23.2
17.6,8,51.2,23.2
18,8.2,51.4,22.4
18.1,7.9,51.7,22.2
17.3,8.5,50.6,23.6
18.5,7.3,50.4,23.8
22.2,9.1,62,6.7
25,9.1,52.3,13.6
16.7,10.5,55.2,17.6
19.8,8.2,50.6,21.4
19.5,10.3,59.5,10.8
19.6,8.9,52.3,19.2
20.5,7.1,50.1,22.3
16.7,7.4,48.1,27.8
19.2,8.2,50.5,22.1
19.8,8.5,46.8,25
19,10.4,46.7,23.9
17.8,7,48.6,26.6
17.6,8.6,50.7,23.2
18,9.9,51.5,20.6
21.1,12.5,47.1,19.2
18.4,8.7,55.6,17.2
19.1,8.3,53.3,19.3
17.9,9.3,55.1,17.7
18.8,8.4,51.2,21.6
18.6,9,51.4,21
19.9,8.3,52.7,19.1
19.2,9,51.7,20.1
19.4,9.1,52,19.6
17.3,9.3,50.7,22.6
21.1,8.1,50.9,19.8
17.7,8.3,50.9,23.1
18.6,9.1,48.5,23.8
17.1,6.9,49.4,26.6
19.6,6.9,49.4,24.1
17.6,7.3,49.2,25.9
17.8,7.6,48,26.5
17,7.9,49.9,25.2
20.5,7.9,54,17.6
21.5,8.4,53.8,16.3
17.2,9.3,52.3,21.2
18.1,8.6,49.9,23.4
16,7.4,51,25.7
23.7,8.6,58.8,9
13.6,14.9,56.4,15
17.6,7.5,50.9,24
16.9,8.4,52.3,22.5
15.3,15.5,45.6,23.7
16.9,7.3,51.5,24.4
16.1,7.2,48,28.7
12.4,7.6,51.2,28.9
14.2,7.6,48.5,29.7
15.6,8.2,48.3,27.9
17.9,8.9,50.9,22.3
15,8.2,50,26.8
16,10.2,49.5,24.3
18.5,8.8,50,22.7
17.2,9.8,48.2,24.8
16.8,13.2,53.9,16.1
16.4,10.5,51.7,21.4
17.4,9.4,52,21.2
17.3,10.8,49.2,22.6
18.3,9.4,52.8,19.4
17,9.9,50.5,22.6
18.4,8.4,50.4,22.8
14.5,7.5,49.7,28.3
16.5,9.8,49.9,23.8
21.7,10.5,50.6,17.3
21.1,9.5,53.5,15.9
16.4,8.9,58.1,16.6
20.5,9.7,52.1,17.7
12.3,8.7,55.6,23.4
18.2,8.6,53,20.1
13.3,6.6,47.9,32.3
15.4,7.3,54.1,23.2
19,11.6,48,21.4
16.8,7.3,50.6,25.3
16.6,8.4,49.2,25.8
16,10.9,48.8,24.4
14.6,7.9,50.8,26.6
11.6,6.6,44.2,37.6
15.1,7.6,50.8,26.5
14.5,7.9,46.5,31.1
14.6,8.2,47.2,30
14.8,8.5,49.6,27.1
17.8,8.1,50.2,23.9
18.5,10.1,48.6,22.7
16.7,8.9,49.6,24.7
20.5,9.7,52.3,17.4
17.2,8.9,46.4,27.6
16.2,9.5,49.9,24.4
21.7,8.2,52.6,17.5
14.6,8.3,47.6,29.4
19.9,10.5,52.9,16.8
16.6,7.8,50.9,24.8
16.5,8,52.1,23.4
19,15.2,44.6,21.1
15.7,7.6,49.8,26.8
18.7,9.8,50,21.4
17.3,9,48.6,25.1
15.7,8.1,47.3,28.9
15.8,8.9,47.7,27.6
12.7,7.1,45,35.1
19.6,9.7,48.5,22.2
15.6,8.1,48.6,27.7
16,8.3,48.1,27.6
23.8,12.1,49.3,14.8
19.1,11.2,55.1,14.6
19.6,9.6,52.8,18
19.4,9.1,49.6,21.9
14.4,8.6,49.1,27.9
22.1,10.3,50.3,17.3
21.1,8.7,51.8,18.4
20.9,11.9,45.7,21.5
15.7,7,47.1,30.2
15.5,7.3,45.6,31.5
16.4,7.8,46.6,29.1
19.1,7.5,49.1,24.4
16.9,13.2,50.6,19.4
16.4,7.3,47.6,28.8
16.8,7.9,49.6,25.6
14.6,8,49.1,28.3
16.3,6.2,47.9,29.7
19.2,9.2,50.5,21.1
20.2,10.6,49.1,20
21.6,9.8,52.8,15.8
22.1,11.2,50.1,16.6
16.7,12.1,56,15.1
18.7,9.9,51.2,20.2
16.1,7,47.9,28.9
15.9,8.2,51.5,24.3
17,8.1,46.7,28.2
14.9,7.8,48.2,29.2
16.4,8,47.1,28.5
18.5,8.7,49.9,22.8
18.2,9.7,48.2,23.8
14.6,6.2,46.7,32.5
20.3,8.3,49.8,21.7
18.7,10,49.9,21.4
16.3,7.6,49.1,27
19.7,8.8,51.7,19.8
17.3,7.1,46.5,29.1
21.7,7.9,54.2,16.2
16.6,10.4,57.5,15.5
18.6,10.1,53,18.3
22,9.6,51.4,16.9
14.3,11.5,47.3,26.8
17.2,8,45.9,28.9
19.7,9,50.4,20.8
15.3,8.2,46.2,30.2
15,8.5,47.8,28.7
15,9,43,33
11.6,8.8,44.2,35.4
15.3,8.4,45,31.2
13.5,6.6,45.8,34
11.4,6.9,46.4,35.3
15.4,8.7,50.6,25.3
18.4,10.3,53,18.3
19,9.5,52.3,19.1
19,9.8,54.7,16.6
15.8,11.4,55.5,17.3
17.7,10.1,56.4,15.8
21.4,10.5,51.4,16.8
18.1,10.4,52.3,19.3
17.6,8.9,55.2,18.4
20.6,11,58.8,9.6
13.9,8.9,49.2,27.9
18.9,10.6,53.1,17.4
17.6,9.4,52.3,20.8
16.3,9.6,50.4,23.7
19.5,9.3,51.7,19.5
17.3,10.6,53.1,19
17,7.7,50,25.3
16.4,8.5,51.4,23.7
13.4,9.1,51.3,26.2
21.9,10.2,50.8,17.1
26.2,11.6,52.7,9.4
24.1,11.1,52.7,12
21.1,9.4,50.1,19.4
22.7,10.9,56.6,9.8
15.3,9.1,54,21.7
19,9,54.2,17.8
20.1,9.3,51.6,19
18,7.2,49.1,25.7
17.5,8.8,51.7,22
18.7,8.6,50.7,22
15.8,8.4,48.8,27.1
19.6,9.9,51.1,19.5
14.5,7.5,50.8,27.2
17.1,10,51.3,21.6
18.8,8.7,51.8,20.8
17.2,8.4,52.1,22.3
14,8.7,46.9,30.4
20.9,10.6,51.3,17.2
14.8,8.1,47.6,29.5
15.8,15.9,48.1,20.2
14.6,8.6,54.4,22.4
18.6,9,51.5,21
17.2,9.6,51.4,21.8
15.8,9.4,54.3,20.6
16,8.8,53.1,22.1
20.2,9.8,51.4,18.7
21.1,9.5,53.8,15.6
16.9,8.9,56,18.1
16.2,8.7,53.9,21.3
19.9,13.7,51.4,15
12.5,19.3,50.9,17.3
11,46.9,31.7,10.4
15.4,8.1,50.2,26.2
17.5,9.5,50,23.1
15,8.3,49.4,27.2
13.6,8.3,49.7,28.3
15.3,9.1,49.3,26.2
18.7,10.9,54.6,15.9
14.6,8.6,49.5,27.3
16.5,9.2,50.7,23.6
15.6,10.7,50.8,22.8
10.5,13.2,58.3,18.1
17.7,9.4,50.2,22.7
17.4,8.8,48.9,24.9
16.7,8,47.6,27.7
15.7,9.4,52.8,22.1
18.2,10.2,53.7,17.8
16.2,9.4,48.7,25.8
14,9.1,50.2,26.8
13.3,7.6,48.6,30.5
15.5,8.3,48,28.2
14.9,7.3,50,27.9
18.3,8.9,50.7,22.1
16.1,8.2,51,24.7
15.2,7.3,53.4,24.2
14.9,8.4,51.7,24.9
19.8,9.7,51.4,19.1
15.4,6.9,50.5,27.2
17.1,13.7,56.9,12.3
18.2,11.8,57.6,12.4
15,14.9,51.9,18.2
14.6,8.3,52.5,24.6
21.2,10.6,51.2,17
18.3,7.9,47,26.8
14.5,7.7,51.3,26.5
19.5,9.5,53.4,17.6
18.4,9.3,49.8,22.5
13,7.5,50.5,29
21.7,10.6,52.4,15.2
14,6.9,47.4,31.8
18.1,9.3,54.8,17.8
16.8,7.9,50.3,25
14,7.9,52,26.2
14.7,9.1,46.7,29.5
14.8,8.6,48.6,28
15.5,9.9,51,23.5
15.3,10.4,50.1,24.3
14.2,8.9,51.2,25.8
16.8,8.9,50.4,23.8
16.1,9.4,47.4,27
17.3,9.3,51.4,22
18.9,11.5,52.7,16.8
17.8,8.9,50,23.3
18.1,10.8,56.8,14.3
20.7,10.5,50.9,17.9
27,11.5,49.1,12.4
19,10.6,57.6,12.7
18,8.1,52.8,21.1
21.1,10.2,54.9,13.8
14.1,7.2,47,31.7
16.9,8.5,50.4,24.3
14.7,7.6,48.2,29.5
18.8,8.4,46.9,25.8
17,8.8,53.4,20.8
16.4,7.6,49.4,26.6
16.9,9,49.5,24.6
19.4,10.6,50,20
16.4,6.8,48.7,28.1
16.9,8.2,46.6,28.3
17.5,9.3,47.4,25.8
17.6,8.8,49,24.5
20.1,22.1,42.9,14.9
26.6,11.1,48.5,13.8
20.8,10.6,48.3,20.2
24.2,8.9,52.4,14.5
18.8,8.6,55.9,16.7
21,10,48,21
17.1,8.4,51.1,23.4
22.1,10.7,54.1,13.1
21.8,9.4,50.4,18.4
18.5,9.6,51.3,20.6
19.6,14.3,57.2,9
17.9,15.2,58.5,8.4
20.5,9.5,54.4,15.6
16.1,8.2,47.3,28.5
20.4,10.9,55.1,13.6
16.7,12.8,57.5,13.1
21.5,10.7,55.1,12.6
18.2,7.9,50.2,23.7
22.8,10.4,53.1,13.7
21.4,9.4,49.5,19.7
23.7,9.2,51.1,16
15.8,7.3,47.7,29.2
15.9,8,49.9,26.2
15.2,8.2,47.8,28.8
17.8,8.6,50.7,22.9
15.7,7.9,50.1,26.3
16.5,7.7,48.5,27.2
17.5,8,50.4,24.1
18.7,9.7,46.5,25.2
16.4,8.5,52.2,22.9
21.4,9.5,55.5,13.6
15.9,11.2,51.1,21.7
15.6,8.3,48.7,27.3
17.4,7.7,46.8,28
18.3,10.9,51.7,19.1
21.5,11.2,49.7,17.6
15.5,7.2,45.4,31.9
21.9,9.5,56.8,11.8
13.3,9.6,56.1,21
16.8,8.2,48.8,26.2
17.9,8.6,46.9,26.5
13.8,8.1,46.5,31.5
15.5,6.6,46.7,31.2
14.5,7.5,56.5,21.6
20.4,9.9,50.7,19
23.4,9.1,54.4,13.1
21.5,10.8,51.5,16.2
12.7,5.8,45.9,35.6
16.2,10,45.9,27.8
17.2,7.4,46.7,28.8
14.8,7.8,45.9,31.4
15.9,8.3,46.9,28.9
17.3,7.7,48.6,26.5
16.8,9.3,53.3,20.6
15.5,7.7,42.4,34.3
18.9,8.3,47.3,25.4
20.4,8.7,50.7,20.2
16.5,9.2,48.9,25.4
16.7,8.6,51.8,22.9
12.1,7.2,42.5,38.3
19.4,9.4,51,20.2
15,8.6,48.8,27.5
12.7,7.6,47.2,32.5
21.3,10.6,49.3,18.8
15.6,7.5,43.8,33
22.1,11.5,52.9,13.5
18.5,8.4,46.8,26.3
14.7,7.8,43.9,33.7
19.1,11.4,51.6,18
17.2,9.9,44,28.9
20.7,9.5,50.3,19.5
16.9,8.3,44.9,29.8
16.8,9.3,47.9,25.9
15.1,8,46.8,30.2
15.9,9.8,47.1,27.2
13,8.4,43,35.5
14.7,6.8,45,33.4
20.3,7.8,51.7,20.1
18.1,10.1,52.6,19.2
21.8,7.4,53.6,17.2
22.6,7.8,56.4,13.2
24.7,6.6,50.9,17.8
23.3,8.3,53.3,15.1
21,6.7,53.8,18.4
23.8,8.6,53.7,14
25.3,8.3,50.4,16
21.6,6.8,53.5,18.1
22.5,7.1,49.7,20.7
21.6,6.7,54.6,17.1
21.8,9.3,49.6,19.2
21.7,7.8,49.6,21
22.4,8.2,49.4,20
20.7,7.9,52.3,19.1
22.4,10.4,48,19.1
23.4,8.6,49.1,19
16.6,8.7,53.4,21.3
22.6,9.8,53.3,14.4
19.5,9.7,49.6,21.1
20.4,8.1,51.9,19.7
25,8.4,55.5,11.2
20.7,11.4,51.5,16.3
17.5,12,51.7,18.9
21.6,11.4,48.1,18.9
18.5,7.7,50.5,23.3
19.7,11.3,52.4,16.6
20.1,9.7,46.8,23.4
18.5,8.6,55.1,17.8
18,10.2,51.2,20.7
19,15.3,53.5,12.2
19.8,12.3,55,13
22.5,9.7,53.1,14.7
16.9,20.6,49.5,13
19.1,9.1,53.4,18.3
21.8,9.1,49.7,19.5
14.3,33.8,43.8,8.2
14.7,15.8,60.6,9
16,9,55.6,19.5
10,48,33.8,8.2
18,9.9,53.5,18.6
19,9.2,48.7,23.1
18.1,9.3,49.1,23.5
19.4,8.9,48.1,23.6
20.3,7.3,49.4,23
20.6,9.7,55.8,13.9
16.2,8.7,49.3,25.8
18.2,8.7,48.7,24.4
16.9,8.7,45.3,29.2
17.8,7.9,46.7,27.6
13.8,7.6,49.3,29.3
16.9,9.3,53.4,20.5
17.7,8.2,52.9,21.2
19.6,9,52.5,18.9
18.5,8.6,51.5,21.4
16.1,8.6,52.3,23
19.4,7.9,51.7,21
15.2,9.2,50.1,25.5
17.9,8.8,48.4,24.9
19.6,8.9,53.4,18.2
24.5,8.7,52.8,13.9
16.7,8.7,48.1,26.4
16.7,8.4,51.3,23.6
23.1,9.4,53.4,14.1
21.3,8.1,50.9,19.7
20.8,8.8,54.3,16
21.7,8.1,60.8,9.4
24.9,7.9,51.8,15.3
24.2,8.7,50.5,16.6
20.4,8.6,56.1,14.9
20.4,8.1,51.4,20.2
20.2,9.5,51.1,19.2
22.6,8.2,55.5,13.7
18,8.3,55.5,18.2
14.8,23.3,48.1,13.8
11,43.7,34,11.3
18.8,9.6,57.4,14.1
14.8,10.1,52,23.2
19.8,9.4,51.4,19.4
19.9,7.3,56.7,16
19.4,8.3,54.5,17.8
16.7,8.4,54.6,20.4
20.1,8.4,53.1,18.4
18.1,9,52.4,20.5
19.4,8.6,57.7,14.3
23.9,10,53.2,13
18.3,8.4,55.4,17.9
19.5,8.3,59.4,12.8
18.6,9.2,51.7,20.5
19.7,9,53.9,17.4
20.9,9.3,53.1,16.7
22.1,9.2,53.9,14.7
17.1,7.6,52.9,22.4
19.8,7.5,50.2,22.4
17.9,9.7,48.4,24
17.7,8.9,52.1,21.3
15.7,8.1,48.7,27.5
18,7.4,51,23.7
20.3,7.6,53.3,18.8
16.8,8.5,51.4,23.4
21.1,10.4,54.3,14.1
18,9.4,50.2,22.4
19.8,10.1,52.8,17.3
21.9,8.6,51.1,18.4
18.3,9.1,55.4,17.1
19.3,9,48.6,23
20.7,9.1,52.8,17.5
19.5,9.8,53.2,17.4
18.5,9.6,52.4,19.5
17.9,7.9,57.6,16.6
22.2,8.7,54.1,15
20.6,9.4,52.5,17.5
17,9.1,50.6,23.3
19,8,48.9,24.1
21.6,9.3,49.6,19.4
18.1,8.8,53.1,20
20.8,8.4,50.6,20.2
17.2,9.9,48.9,24
17.5,8.1,50.9,23.4
18.5,8.4,50.8,22.3
20.2,9.5,50.3,20
16.1,18.6,46.6,18.7
22.1,7.9,46.2,23.9
18.6,7.9,51.7,21.9
24.6,8,49.2,18.2
22,9.4,51.9,16.8
20.9,8.6,48.5,22
22,9.1,47.9,21.1
22.4,7.2,52.7,17.8
18.6,8,48.1,25.4
20.7,10.8,49,19.5
18.2,11.1,44.7,26
16.7,11,45.2,27.1
21.1,7.3,47.9,23.6
19.7,9.2,52.5,18.7
21.8,7,53.3,17.9
19.1,7.9,48.7,24.3
20.1,8.1,51,20.9
24.3,10.7,56,8.9
21.1,8.1,55.9,14.9
19.4,6.9,51.4,22.3
22,8.8,54.6,14.6
20.1,6.7,61,12.2
19.2,7.8,53.3,19.7
19.4,7.7,52.7,20.1
25.3,8.8,52.9,13
21.6,7.6,52.4,18.4
17.3,9,51.4,22.2
19.8,8.8,53.2,18.2
18.4,9.7,50.7,21.1
14.2,8.3,52.8,24.7
17.4,9.2,52.7,20.7
15.9,9.2,52.6,22.2
16.1,7.8,52.5,23.5
18,8.5,48.7,24.7
24.9,10,51.4,13.7
16.8,9.6,50.8,22.7
20.3,10.1,56.4,13.2
18.4,12.1,55.7,13.7
20.4,10.6,52.1,16.9
21.8,10.2,50.9,17.2
18.8,9.8,54.6,16.8
21.3,11,50.5,17.1
19.7,10.3,52.4,17.6
12.7,8.6,51.4,27.2
17.7,10.1,52.3,19.9
18.2,9.6,49.1,23.1
14.1,6.9,45.2,33.8
22.1,9.2,54.1,14.5
20.4,8.8,51.6,19.2
19,8.3,54.2,18.5
22.4,9.1,57.3,11.3
20.3,9.7,54.4,15.5
17.4,8.1,49.9,24.6
20.5,10.8,58.6,10.1
20.9,9.7,57.8,11.6
25.1,9.1,52.1,13.7
18.9,8.5,52,20.5
18.4,15,44,22.7
19.1,8.9,49.3,22.7
17,7.4,46,29.6
16.5,7.6,46.9,28.9
15.4,8.4,47.9,28.3
14.8,6.7,45.3,33.2
18.2,9.1,48.4,24.4
18.1,9.6,50.3,21.9
17.1,7.8,51,24.1
16,8.3,48.9,26.8
15.8,7.9,47.1,29.2
17.3,8.5,49,25.2
15.5,8.7,54.8,21
18.8,8.3,49.3,23.6
13.5,8.7,49.3,28.5
17.2,7.8,50.3,24.6
16.7,8.5,52,22.8
19.2,8,49.8,23
15.1,7,48.8,29.1
15.8,7.8,48.2,28.2
17.2,8.9,50.7,23.3
17.3,8,46.2,28.5
16.2,7.9,51.4,24.5
14.4,22.9,43.4,19.3
20.4,9.8,51.2,18.6
15,13.6,52.6,18.8
17.7,8.1,53.3,20.8
14.9,13,53.4,18.7
15.6,18.9,52.6,12.9
20.6,8.1,56.1,15.3
19.8,9.2,52.6,18.5
16,24.8,49.6,9.6
19.9,7.3,53.4,19.5
19.2,9.1,54.8,16.9
19.3,8.7,50.7,21.3
19.8,6.7,48,25.5
18.4,10.1,49.6,21.9
20.3,9.9,50.7,19.1
18.2,7.2,52.5,22.1
17,8.4,49.4,25.2
16.7,7.7,48.9,26.7
15,7.6,49.5,28
14.8,6.7,48.4,30.1
15.1,8.2,48.4,28.3
17.7,7.9,48.3,26
23.7,9.7,50.5,16.1
17.3,8.4,45.5,28.7
18.2,7.9,52.2,21.8
18.9,8.4,48.6,24.1
8.9,5.6,38.3,47.2
15.3,8.1,44.7,32
8.3,4.5,35.1,52.1
